,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Barrio Norte,-0.8772364,-1.3294361,-0.26141077,0.36665538,3.2063563,-1.7788293,-1.4655092,1.0505599,-1.9891205,1.165334,0.603279,-1.623421,-0.16707414,2.0912066,0.22177613,2.2399454,1.5594239,0.48324996,-2.6407523,0.3266546,1.2307203,-0.6324394,0.5245434,1.8730102,-0.5333842,1.5303959,-1.3582484,2.7782874,-1.0879081,-3.2913759,-1.0892745,2.1270595,-0.53652865,-1.5604085,-3.7217593,1.5828965,-0.31439775,1.5256073,-2.0845106,-0.11879511,-0.29605365,-0.17213692,-0.35242128,0.76982325,-1.0401868,0.9779763,-1.9448599,0.58709276,-2.5164661,0.5175904,-1.8963611,-1.4897307,0.81799275,-0.29207706,-3.332595,0.88896304,-0.6176652,0.1704435,0.30778462,-2.394237,2.203715,-0.7855744,-2.0843322,1.5820993,-0.4642603,1.1017652,0.23178248,0.6810804,-0.47708312,-1.0589674,0.106291,-0.40408003,-0.7182687,2.7256777,-0.45218092,1.3949885,0.057698824,-0.81950027,2.0677843,-1.2330066,0.24825662,-1.0333052,-0.6356661,0.49791917,-1.4465126,-0.008097674,0.6449829,-1.4521943,-1.0083653,-0.6019539,-0.50651276,0.055390436,-0.05253902,0.11033893,-1.7269019,2.1315963,-1.5445057,-1.1184247,0.7201437,0.16003539
Belgrano,0.27199417,1.20147,-1.3663316,0.7112144,3.192262,-2.2234855,0.23867473,-2.3369157,-2.2762244,-0.95889276,1.4181969,0.15423447,1.9487938,1.853305,-1.503827,1.278139,1.7770519,-2.2914958,-0.9168593,2.1124716,0.2015922,-0.13459714,2.1921728,1.2928114,-0.6509353,3.8769357,-0.15596822,0.90124893,-0.22814433,0.42532897,0.9843264,1.1309738,-2.4826112,1.4777417,0.106906705,0.93342406,1.076606,-1.8364215,0.8214515,-0.22660007,0.2687905,-0.50665885,-0.35345277,-1.3914918,1.0413225,1.365333,-1.0186298,-0.20004794,-0.66017324,-0.50270987,-0.052372,-1.1863441,-0.8375566,-0.65427536,-2.5264301,0.59144914,1.5452772,1.5394009,-0.6737306,-3.8415723,2.2228854,-0.7588915,-1.2593027,-0.08676213,0.19994222,1.2171295,2.3307366,-0.29610756,-1.6195598,-1.2210422,0.86241436,0.38171118,0.20719875,0.6315856,-0.23029275,-0.0057851514,1.1317856,0.5116904,0.7172194,-1.6657938,1.6457393,-3.2261925,0.1553578,-0.2798143,-1.365175,-0.49724284,-1.4133183,-2.529132,-1.1206795,-0.8191599,-0.09767121,-0.56689966,-0.3109104,-2.2958183,-0.70230883,-0.51810765,-2.9923353,-1.3006544,-0.7741534,-0.49988818
Berazategui,-1.330061,-0.8531736,-1.9992903,0.06722714,-0.10465957,-0.40953097,0.17832795,-0.27389365,0.7014987,0.7595656,-2.0423903,1.7940054,-1.0719413,0.96524066,0.10057097,-1.2643039,-1.7701725,-0.70185256,-2.9934945,-1.0658503,-0.365957,1.6485382,-2.3761911,0.24690615,-1.8259578,0.8981761,-0.24413925,-0.92243296,0.574895,2.2930958,-0.6108056,0.54406,0.3140378,1.5699946,0.0095863715,1.8879632,2.6701174,-1.4486364,-0.18089001,1.1090773,0.47618374,1.0199962,0.7213103,3.0377226,-1.8260148,0.8881767,0.3107338,-0.5608016,0.575566,0.4003209,-0.84677446,1.4158697,-1.3170813,2.391583,-0.41566196,-1.4706477,0.0478498,-1.1402076,1.3679572,1.2244945,-1.7081002,-3.3171132,1.9093455,1.478899,1.1289127,0.48129058,0.2812115,0.4414558,1.2458856,1.8580254,-3.2783566,-1.323101,3.5352974,-0.3003736,1.6448288,-0.008803005,-1.972951,-0.38749862,-0.10517466,-2.265956,-0.35218626,-0.0826315,3.0057325,1.1422805,1.8376939,2.5150242,1.1178354,-3.5932736,2.3302848,1.92454,-0.023210613,2.7908292,0.29599845,-0.3006991,-0.7485704,-1.45115,-0.05016789,-2.0297358,0.1048631,1.7385545
Berisso,1.9402249,2.3816204,-1.8736733,-1.59119,-0.7905406,-0.3771479,0.4385713,0.32334358,2.357952,-0.1472084,-1.1662536,1.7669015,0.68703073,-1.9921792,-1.4383641,-0.013839821,0.36758628,-0.09448229,2.0743551,-0.2947831,-0.3617753,-0.6248887,-0.7141972,1.3466166,-0.6159606,0.610867,-2.0509517,-0.51597565,1.3438519,-1.2936572,0.67096967,-1.1778499,1.3078562,1.1139282,-0.8174763,-0.6686652,1.6516807,-1.5507151,-1.8444661,1.6440393,0.68690026,1.5087047,1.1682043,1.4858409,1.952279,0.14544922,-2.0270333,1.9890814,-0.7756581,0.801014,0.7218613,0.62133384,1.5449644,0.27647647,-0.7265373,-1.594176,1.3777618,1.2999407,-0.2757563,-1.0705411,-0.99354434,1.263343,0.560351,0.7963213,-2.0780919,0.8384434,1.451292,0.8159428,0.49935412,1.237671,1.8415889,1.9412956,0.47805423,-1.9102631,2.176082,-1.2821563,-0.26709643,0.18592322,-1.8532243,-0.48416105,2.2234502,-1.7756888,1.3721738,-0.2770885,2.0105593,0.44946772,0.9951568,-1.4615346,-1.6249648,0.48389465,2.4964764,0.30061635,0.43765575,0.60128754,-0.5150703,0.06508026,0.25100136,1.299223,1.72068,0.8612585
Bialet Massé,-1.2072519,-0.108603686,-0.59093785,-2.5320406,0.53793293,0.83233327,0.25608912,-0.68847644,-1.971746,0.22410065,-0.44557753,0.89731336,2.4023488,1.3559326,-1.444546,0.2445981,1.2253606,-0.3785952,0.5249025,-0.9442281,-1.1048808,-0.3985786,0.23303582,0.23656751,0.58766645,0.49808866,0.4778189,-0.6496641,1.9818563,0.4372248,-0.19881971,0.8884354,-1.0224117,0.21459003,-2.0137932,3.1368313,0.33009356,1.7832466,1.6053634,0.38571683,-0.8004562,-0.12064523,0.09846047,0.73416895,0.3217262,-0.12602405,0.80663294,-1.0331031,-0.9399375,0.600419,0.84604615,1.4781349,1.1017363,0.9564149,-0.8500151,-0.72546935,-0.9354211,0.65630853,0.6874552,1.9276453,1.6894718,0.79708636,-1.7064303,-1.3546115,-0.3104612,1.0887623,-0.35286337,2.924877,-0.023783961,0.6632463,0.76057017,1.2358493,0.6775415,0.2823755,0.492374,-3.8522112,-0.3696431,1.9920008,-2.3787906,0.6512968,1.3599254,-0.21211809,2.4010851,-0.9874062,2.188574,-0.73411244,-1.3289018,-1.1268195,-0.22560725,1.505107,2.859554,0.49096075,-2.0793366,1.4999164,-0.01154718,-0.17213492,0.22352557,0.39820808,-1.1409149,0.71346915
Boedo,0.24606965,0.20408857,-0.122316495,1.6214578,-1.3313696,-1.0699362,-2.646532,0.90289444,-0.2440571,-0.7094654,-0.528295,-0.5907255,-1.3123963,0.53640705,0.5510561,-0.5439789,1.2145201,-1.0264442,-0.9332433,0.5644916,0.9189262,-2.441074,-1.4666902,0.9735832,0.58395046,-0.16299944,-1.5258069,1.3178258,-1.368686,0.40310517,-0.9264543,-0.90806794,0.5222578,1.2880774,0.50065714,0.37040377,-0.63741374,-0.1694729,-1.4095389,-2.1071942,-0.98714566,0.6347726,-0.43829027,1.8874315,-0.79199857,0.7605928,-0.7091566,-0.3670334,-0.95505595,0.9363301,-1.7556071,0.31940788,-0.8542062,-0.8850591,0.76520115,-2.04604,-0.28359523,-2.0746326,0.13366202,-1.5312396,1.2402755,-0.22664708,-0.83077794,2.1775336,-0.4360351,0.11214492,-1.2614005,-0.4575165,0.2475656,-0.98423535,-1.7031444,1.2711285,0.12052108,-0.2661923,0.30568513,0.004042711,1.2480482,-1.7586894,0.7421199,0.4142108,0.09778372,0.16254607,-0.07207189,2.246823,0.2490072,-0.13860074,2.0100298,-0.8550791,0.9394463,0.49703252,-0.60982764,2.7311397,0.095573686,-1.6030985,-1.8929538,-1.6724818,0.8528354,-0.3827193,2.570943,-0.69085205
Bowen,-0.98416036,0.45516306,-0.2849285,-1.9284109,0.90946424,-2.2434726,0.5671395,-1.319682,1.1353933,0.6875623,0.61386675,0.3839068,0.36625662,0.09458509,-0.9689513,0.4273833,-1.519789,-0.32019287,0.19083115,0.74390686,-1.4003409,1.9114039,1.0515423,0.11087628,1.9926295,0.16652152,1.6226975,-0.29372755,1.8815486,1.3131778,1.5222301,-0.07033519,-1.154308,0.39265087,-1.0805429,-0.8746212,1.4024012,-0.7359282,2.2567494,0.23339064,-0.15272461,0.87134254,0.04401422,1.366398,0.61012894,-1.4427716,0.641063,-1.2646939,0.91115296,-1.3038691,0.31348443,0.899048,-0.102677256,-0.21936691,1.423536,-2.2313433,-0.70322734,-0.088617004,0.46040666,3.5093098,-1.8402934,-1.6359183,0.40799996,-0.94357556,0.7759326,-0.3013114,0.7592821,-0.112969756,-2.4814694,-0.7238068,-0.2697678,0.6483381,-0.20615128,-1.5143396,0.9784459,-1.1371267,-0.18127775,-0.05151404,-0.87994033,2.330539,-0.6011923,2.0817468,-0.20941222,-0.20460255,2.3302975,0.49475914,-0.45599538,-1.1127836,-0.45376536,-0.8710514,0.37405026,-0.95399016,-2.113166,-0.7166775,0.59110576,-0.38481385,0.85361964,0.53036815,-0.08341175,0.083894126
Brandsen,-1.0855652,-0.22830437,-3.0394301,-2.5141647,0.21298926,-0.417785,-0.37192035,-1.0481617,1.2164361,-0.65165764,-0.6774063,2.8435702,2.5264888,0.44292286,-1.5457959,-0.881281,-0.81771857,0.17987977,-0.09011095,-2.791144,-2.203763,-2.1087599,-0.26033393,-0.83881396,0.5936306,1.148883,-0.60395205,-0.9848387,4.376651,-0.24404885,-1.4511603,2.0343146,2.0579495,2.072388,0.8890554,-0.81502634,2.0057085,0.27569652,-0.85121644,-0.4002252,-2.1470206,-0.9222614,3.2887228,-1.2287674,-0.10398776,0.926107,1.7167065,-0.23662902,0.3339432,-1.433322,0.48674327,0.97264,-1.2678849,2.5302184,-0.27949873,-2.0195787,0.745483,0.6615054,-0.8066941,1.2862141,1.149872,0.14238721,-0.20045011,-1.1796445,-0.1906561,-0.031628415,0.648069,1.4574039,1.3936538,0.6024754,-0.91550624,-0.42957866,2.3480115,-2.0946867,0.8014292,0.4606889,-0.76435447,-2.13501,-0.75962853,1.827506,2.858785,0.26716018,3.7219102,1.9071165,1.2572652,-0.36011097,0.5069809,-2.6032917,0.7551532,1.3453761,1.519422,1.5279365,2.1602788,0.80408967,2.3126364,-0.9460911,1.7712185,-1.3928002,2.9721675,1.7887636
Brasil,1.2691703,0.2226687,-1.0502388,-1.166216,-0.6565782,-0.96416444,-0.50759035,1.6484853,-0.39517102,0.8549509,-3.545313,1.62394,0.051514786,-0.5104864,-0.21075986,-3.9605622,-2.8956172,-3.1490908,-1.391028,-1.1678189,-0.8856982,-0.38448343,-0.110256836,0.43130252,-2.0687983,-1.3719842,-0.65779835,-1.2310741,3.157244,2.5859623,-1.0420028,-0.5037127,-1.0762337,2.6653118,-2.220879,-0.09515537,1.6226349,-1.0924472,-2.2169123,-0.818564,1.5275147,1.722369,0.5867919,1.7200166,-0.86099476,1.4015485,1.6449347,0.53161925,-0.36809504,-2.1049848,-0.55861574,1.521056,-1.7483524,1.342124,2.4344537,-2.0537963,-0.112496704,-0.15848398,0.83273387,-0.3660336,0.11655219,0.41561204,-0.5408299,-0.91206366,-0.8538042,1.5772015,-0.92680043,1.4273984,2.552162,0.5915325,-0.21433225,0.7250598,1.7876881,-0.7112863,1.0635988,0.30004972,-3.6761568,-1.1538913,-0.8699584,0.5964202,1.2305814,-0.5718118,3.1612182,-0.7814608,1.7876866,2.0706758,3.034004,-1.7059152,2.3039615,-0.39113545,2.182179,2.278164,-0.5852421,-0.5816638,-0.267768,-1.0449289,-0.23380722,-1.1393728,0.80233663,-0.377707
Cabalango,0.38002768,1.228384,-1.7330729,-2.1507125,0.31324285,0.49387336,0.5913683,-1.3861822,-0.1624121,0.8314007,-0.006697296,2.3410695,1.7367789,1.6149963,-1.435268,0.22007062,-3.0250294,-0.4060143,1.902024,0.37643602,-1.6486429,-0.14955153,-0.3596796,-0.12876247,-2.429991,0.3836263,0.18219532,-0.44695276,1.5027516,1.2928128,1.5543392,-0.05890951,-0.8711646,0.6109506,0.3536557,-1.0228795,0.07648752,-0.46527272,-0.06504087,-0.6492077,-0.22227447,2.4453623,2.603307,0.11575397,1.601268,0.35541162,0.76601386,-2.6437151,1.9613091,-1.1078966,-1.3743933,0.77767766,-0.39565018,1.487659,-1.1248684,-1.6245085,0.010618286,-0.08588105,0.3409789,0.6055693,-1.6974784,-1.1748813,-1.5107918,-1.5815701,1.3771024,1.290003,-0.103650525,1.3288944,0.83126813,-0.026159903,0.84859115,1.4128739,-0.33591348,-1.0276328,2.4209056,-0.63325167,-1.8726046,-1.0069376,-1.2582009,1.2269747,-0.5783137,1.2119944,1.0306892,-0.8477118,1.7295595,0.2922009,0.3335799,-0.7155897,1.0448298,1.0205383,3.6394727,-0.3170033,1.0108197,1.5984839,-0.95363057,0.5422101,1.6298623,0.54455155,-0.16238572,1.6719362
Caballito,0.6629241,0.25722703,0.7262402,0.7125166,-0.70866185,0.0817887,-2.2169116,-0.36716825,-0.5612081,-0.1907704,0.24485072,-1.1777256,-1.4569677,-0.77738196,1.1800635,-0.81086546,3.1517234,-0.34511644,-0.69310945,0.6946587,1.5828661,-1.0848849,-0.5203594,1.136638,1.2284131,-0.3402537,-0.98468864,2.1925101,-0.4571544,-0.71975756,-1.2314459,-1.0493852,0.59586155,-0.19559784,0.2015187,0.91168404,-0.99376386,-0.5662748,-1.0596898,-0.6484274,-0.16447315,-0.69913435,1.4803395,1.8034765,0.37151492,2.702006,-0.1738513,0.95280087,-1.133211,0.78935003,-3.8650124,0.87936795,-0.10095687,-0.22608058,-2.559909,-0.37800047,0.89426166,1.1131024,-2.650067,-1.0483172,2.1701972,0.69334215,-2.0925467,1.542286,-0.27813932,2.229607,-0.19889304,0.55170774,1.2372302,-0.79990405,-0.7034282,1.7994839,0.63221365,-1.8616232,1.6782355,0.3539731,0.32454246,-0.01114264,0.34075993,-1.5318679,0.605404,-3.2016246,-0.06604602,0.73275745,0.8241471,-0.77659816,2.34424,-0.31926414,0.5030991,0.37946317,0.43792424,1.5447738,0.3348999,-0.6319081,-1.3040277,-1.1960611,-1.0523043,-0.48431528,1.8905394,-1.4969574
Cafayate,-1.7758756,-0.104939155,-1.7288417,-0.24539797,0.767453,0.37458253,1.1861129,1.4413552,2.0156178,1.7945697,-0.40635753,1.5542531,-1.0219643,1.2303609,0.57058764,-2.333479,0.9050956,-0.3931897,-0.94602,-1.4085156,0.9436309,-2.087801,-0.28403193,-0.31353688,0.10027449,0.103317775,0.8419536,-0.985619,1.1597247,-1.4346216,0.14640817,-0.9720327,0.1903841,-0.35624143,2.778818,0.6234742,1.2142558,0.22337437,-0.045860626,1.1212975,1.9272825,0.8517922,2.0333207,-1.4724532,-0.38735807,0.24930353,-0.8036517,1.2597448,2.9070356,-2.681855,-0.51313233,3.858519,1.2867773,0.22378114,-1.3270773,0.33917356,1.7626896,1.7624236,-0.013394838,-0.2996562,-0.86206853,2.557747,-1.7767477,-1.261251,-0.02032558,1.6377909,-1.8362802,0.67033356,1.8339754,0.097380325,1.6533288,-0.39126793,-0.88977176,-0.7276796,0.8381246,-0.63390285,1.1852342,0.3607611,-0.45064127,0.90686363,-0.06101795,0.5512652,-0.921269,0.7242533,1.0834519,1.3161398,0.76356363,-0.42898858,0.20090158,-0.039423104,2.9036703,-0.09463479,1.4705397,-1.0884756,0.9354819,-0.49830192,0.24826047,-0.094972596,0.7950171,-0.9038948
Calmayo,-0.10723919,0.45531195,-0.06648302,-0.9727808,-0.61552995,-2.3250086,1.9814548,0.16199471,-1.5066198,-0.68231845,-0.96421546,4.6614704,0.054490928,0.883321,-1.5114064,0.13968942,-1.4388324,-1.5229076,0.5061112,0.5706628,-1.276824,2.501483,0.026343523,1.0659368,-2.711413,1.2541686,-2.2222066,-0.3967807,0.9534169,-1.3716179,0.22067289,0.4586304,0.28728285,2.912454,-0.21612458,0.8568403,3.5093205,-1.1358849,0.010079755,-0.5615503,0.002487993,2.4491735,1.1168191,1.3037255,3.1523015,-0.33164722,1.0492046,0.026752906,-0.35376778,-1.5813051,1.8863004,0.7614179,0.1718224,2.0468569,-0.21504137,-0.41562322,2.6018963,4.3490367,-1.7320015,0.22193678,-0.4268505,2.5151196,0.03106008,-0.19773026,0.20091976,1.4303353,-0.13015172,1.5434192,1.3766435,-0.0511467,1.4663746,1.3185884,1.8207734,0.10276423,0.47111133,-2.2794342,-0.5782783,-1.1357524,-1.7344443,-0.9775053,-0.5895206,-0.6173017,3.1863961,1.0043026,2.6248994,0.24372415,-1.712971,-2.9764757,-0.8543287,0.7576283,1.5240897,-0.7192319,-1.3894753,2.0303764,-1.530576,2.0589054,1.25125,0.35396105,-2.4756155,0.22566733
Camet,0.10674408,-0.27264157,2.2192812,0.7829095,-1.3082937,1.9654168,-0.942207,-0.74347067,0.26550406,-2.1795566,-2.3548744,-0.8750868,-1.3943396,-2.2702963,-0.44291794,-2.0966856,0.053242784,-2.4777145,-0.12609984,1.6149389,0.18766311,-0.102465905,-0.45341247,-0.32166335,-1.8041526,-0.504712,-2.0275145,-2.0790918,2.3635855,1.1885773,-0.24174386,1.2541858,-0.88294023,0.56477207,1.4473184,-1.8863608,2.2823174,-1.320186,0.06475148,-1.4517472,1.3574684,0.86151505,2.0455303,1.0049454,2.3054812,0.6038366,-1.5264626,0.7373923,-0.19526628,-0.28606996,-1.660489,2.4861512,-1.8134862,1.2402337,-1.2698884,-2.6386418,-0.750515,2.2003427,-1.2611741,-0.8520136,-1.5257951,0.34633812,-1.9636574,0.44128326,1.6816595,-0.2560576,2.1586554,-0.17175089,-1.7930963,0.17151168,1.5822271,-2.602516,2.3453605,-0.21452558,1.0067697,-0.87371624,1.4905089,-2.5481977,-2.135756,-1.9973122,0.74922055,-0.26836568,2.7507637,1.6663153,1.0374694,1.0541826,2.119221,-1.140765,-0.52452767,1.5369524,1.6046672,0.26611996,-0.62245,-0.4036484,0.6390696,-1.2561169,-0.74883544,0.46752042,1.772834,-1.2618406
Camet Norte,-0.9879927,1.0581567,-2.2493932,-0.9793294,2.4805818,2.059923,0.7456369,1.3288002,-0.93807083,0.9121218,-0.5775972,0.5454022,1.7572,0.9101374,-0.8346424,0.4764409,-0.4930919,-0.64735794,-0.6854273,-0.78352916,-1.7243959,-0.221109,-0.9862456,1.1644211,0.615029,-0.28697017,-0.5851287,-0.08622787,-0.8834925,-1.521829,1.9818743,0.33874345,-2.292618,-2.18083,0.7790927,0.030685334,-1.2359887,0.61140305,-1.9862204,1.1447324,-0.96749467,-4.221144,-0.8205102,-0.085270844,-0.45629555,-0.8496103,0.87660015,1.0400255,-1.7552712,-0.24424946,-1.2675256,1.6299092,0.12707074,0.3974413,-0.33463,1.206039,-0.64570665,-0.42568037,1.1486267,0.82924026,0.55867493,-0.7456377,0.93534774,-0.6152441,-2.3177273,-1.1471329,-0.73976064,2.0665736,-1.6112804,0.7445189,0.88850623,-0.11821928,-0.5419602,-0.8215794,0.15698186,1.6643164,0.44143662,1.1889998,0.5312284,1.1456641,-1.6031278,1.901118,-0.22404599,0.18398674,-0.5573057,-1.1600758,-0.7525606,-0.02900686,0.3616167,1.0225831,1.342359,0.45689154,-0.240855,1.3498955,2.9760685,-0.28406903,-0.2835607,-0.6084451,-0.31173673,0.83647573
Campana,-0.84667486,0.23230073,-2.8573601,-3.487419,0.91733295,-0.97798413,-1.1443899,0.0614703,0.6275712,-3.1743965,2.7735124,1.6769372,-0.58724296,-1.6336173,0.021331597,2.4652114,-2.0080936,0.36022747,-1.0936409,-3.044809,-2.2839477,-2.2960207,-0.90339947,-0.69379914,-1.9627603,1.6073672,1.3353581,-1.5736904,1.9414904,0.13354439,-0.20425878,0.08020193,-2.2791197,0.93540543,-1.6694511,-1.0954587,0.8334755,0.3203016,0.42761937,1.4602777,-2.7675257,1.75096,3.0847943,1.6180269,0.2993216,-1.254116,0.70118153,-1.3509237,0.27063513,-1.0796449,1.8637526,-0.6526336,1.4660816,1.2661098,-0.25401348,-1.7631096,1.9070872,0.08097061,0.12916538,-0.97110623,-2.1618724,-1.7120987,-0.36703154,-2.1028988,-0.7060683,0.85156864,-0.32841808,0.28004986,-0.23289673,-2.154586,0.077902846,0.48803246,0.8684845,-1.2080019,0.20547944,0.2430349,-1.17771,-0.58939755,0.8214385,2.26096,4.6711655,-1.9367704,2.631762,-0.18918832,2.3467007,0.3783318,1.4812986,-1.7074574,-0.5917008,1.9463053,2.1684642,0.3926245,1.0084239,-0.5911453,0.08646807,-1.440066,2.2183142,3.4601068,0.4839526,-1.1304951
Campo Quijano,-1.3606756,-1.1906444,-0.06742923,1.0591518,0.79675144,0.717639,-0.1317918,-0.60357565,-1.5506262,1.4749117,0.24965093,-1.1368349,1.1972401,1.4266095,0.28347334,0.5696283,-0.6159142,0.8339322,1.0165342,-1.1541176,-1.873534,1.7531439,-0.77961177,2.984557,0.15764593,0.40803093,-0.14482562,1.1929271,0.63230294,-1.2739291,3.2477763,-0.27210817,-1.313135,-0.62745076,0.86507356,1.197191,0.12148012,-1.2519919,-0.5988534,0.61385906,0.48823434,-0.107866704,1.2437917,1.0796931,1.1646404,0.42647806,0.7954686,-1.2122436,-0.49837068,-1.590075,-0.2259243,0.95206976,0.32281944,-0.18029796,-1.4128636,-1.4987924,1.1446363,-1.1314948,0.9128155,0.10775606,-0.41239005,-0.71095526,-0.7024721,-0.96882784,0.6670456,1.2811102,1.4940515,1.4735,1.2498761,-0.0160402,2.3248315,-0.45177013,-0.16235065,1.509242,-1.9870435,-1.7914457,0.6825584,-0.17253079,0.57439655,-1.5594325,1.1873764,0.0064478517,0.9673386,-0.15512791,2.436842,0.17860088,1.7030324,-0.026799789,-2.503638,1.9308686,0.426375,2.4158752,-0.49041653,-0.17373537,1.1627922,0.96736544,-1.1878943,1.0924815,-1.2909632,-0.24599855
Candelaria,0.24699284,-0.58651334,2.515392,0.28860945,0.9923939,0.28449404,-1.851971,1.4772251,-0.9163166,-0.6838744,-0.092565104,0.8428679,-0.19223051,-0.3746402,-0.04145623,0.009197456,-0.80953914,-0.94799703,0.1972653,-0.5180581,-0.51962316,-1.9034863,0.5861832,0.04486177,-0.42191273,-0.53850293,-1.0010653,-0.8931598,0.1783251,0.90534925,1.2781712,1.323123,-0.17096938,0.391313,1.4432195,1.1645335,-0.58128923,1.0797081,-0.54361606,0.61352015,-0.79985285,0.24875927,-1.050003,-1.8081149,-1.1027845,0.45749536,1.0143099,-0.7969881,0.30085337,-0.43011612,0.6518258,-0.25306758,2.6236937,0.24525867,-0.052478496,0.34791374,-0.23616508,0.2579338,-1.9399102,0.44838285,0.38188592,0.22246993,0.5292965,-3.0105712,-0.4080118,1.37241,-1.3427142,-0.51156175,-0.21141958,-0.3883928,0.2521914,2.7091715,-0.58891225,-1.292981,-0.2089904,-0.45122817,-1.2652695,-1.5705398,0.5126675,0.6175566,-2.2448127,0.36454406,-0.67838556,-0.99312764,2.2568583,-1.6418099,2.2678378,0.7190246,-0.5257844,0.10075025,2.0232105,0.13437966,-0.56149274,-0.44565403,-1.0531669,-0.98279434,0.8587883,1.3756562,-1.3522359,-0.43694305
Capilla del Monte,-0.416762,0.36336866,-2.822903,0.506195,2.2083867,0.6280374,-0.81224895,-1.3058643,-1.9291469,2.4680476,-1.5178506,0.10832099,0.3891372,1.2691312,0.7691103,-0.28040522,1.4183927,1.6734287,-0.39638677,-1.6697114,-0.0032348582,0.5824781,0.71550053,-1.4213034,-0.509366,0.58047634,0.49155927,0.6315296,-0.026874896,0.5280347,-0.7696283,-0.49328944,0.06426944,-1.2878938,0.1478797,-0.33166674,0.33914572,1.298577,-0.3240434,1.4472537,-0.5998369,0.6441248,3.4105752,1.024354,1.0523223,0.013956288,-0.13245307,-0.0045618387,-0.32560843,-0.6088354,-2.330559,2.3135028,-1.3181089,2.1329126,1.3966811,0.20982829,0.5151293,0.8226561,0.5056189,-0.3559164,1.3493984,-1.2617402,1.9791687,-0.426271,1.2168499,0.5096119,0.29407296,1.2411381,1.6061343,1.1023562,-1.6853476,1.5916697,1.2594295,-0.83209527,0.28204986,-0.6167723,-0.68432224,0.9708246,1.5030084,-1.6437004,0.9980229,-0.93741137,1.4517467,-0.6822708,1.5658535,0.9857676,-0.9551655,-1.0446801,-1.1220744,1.7483788,-0.05531098,-0.21232964,-0.329774,-1.4746206,-0.9684869,-0.46372575,-1.168134,-0.75510955,1.4699994,0.60215706
Capital Federal,2.0357924,-3.5728023,-0.7213744,-1.7748016,0.23401718,-0.58895713,0.41513255,0.9441758,-1.0311506,-0.5541932,2.489823,-2.7441967,1.4630343,-0.88616604,0.49858505,0.23643413,-2.9766293,1.1331769,0.37949547,-0.011591143,-0.14670618,1.076657,0.55416065,2.0609949,2.7242885,-0.57313067,1.8375489,2.172136,0.6475313,-0.47297016,0.6675424,1.0659702,0.17850229,-0.58014333,-1.8653138,-0.914934,-0.7396298,0.8565964,-2.6518817,-0.5399098,-1.9387661,-0.112736955,-0.43671703,1.7438196,-1.1596209,0.5850823,0.010289466,-2.3214083,-3.1247413,1.2554846,-1.0108058,-1.0086921,0.6000519,-0.01750312,0.41109124,1.4864044,-0.70053273,0.078391664,-0.7208511,0.27976894,2.2991912,0.90090626,-0.022163153,0.8108514,-2.2726164,0.18287279,-1.1301379,1.4306194,-0.5985424,-0.75852317,1.3992122,1.879088,-0.08606523,-0.17953134,2.2660728,-0.8410482,-1.0882921,-0.3030836,2.1467614,0.2907393,-0.18386848,-0.045059122,-0.8069332,0.103651375,-0.6243717,-1.58084,-0.31127524,-0.38995185,0.44902503,-0.3895885,0.059972044,-2.0843804,0.38593918,-1.0197135,0.3686185,0.37021282,1.0378883,2.1546824,-1.8979753,0.017834706
Capitán Bermúdez,-1.2398484,1.5290214,-0.9231325,-0.17066967,0.14382914,0.5002751,1.9893203,-2.3956444,-0.41371414,3.4917836,1.2536525,3.6971817,1.368659,-1.4321929,0.64803696,0.75646436,-0.70194316,1.3269998,0.4105414,-1.0009363,-2.2341368,-0.5589003,-1.7711092,2.7335777,-1.7998298,1.1818746,1.1353343,0.47334388,1.3459175,-1.8630052,0.7675614,-0.7664685,0.2813566,0.2886977,-2.3239665,-1.1539164,-0.40951642,1.0086123,0.48039722,1.7937782,1.1626254,-0.3378146,2.8908966,0.89351815,0.08489672,0.005910091,-1.1076444,0.008177722,1.4247856,-0.8914049,0.35893226,1.0417718,0.83871585,-1.2562505,-2.3996453,0.7007324,0.55396986,0.6319161,0.8155354,0.5569545,-2.6595874,-0.346675,0.0909573,-0.55988604,1.573473,-0.099824585,-2.3557062,2.766858,-1.4272537,2.0459018,1.7509727,-0.22163239,0.96457374,0.20528859,1.3843641,-1.8551562,-1.9292684,-0.3726742,-0.9942491,-1.2936234,-0.32601404,-1.2284974,2.3565905,-1.2917459,-0.36136526,0.017236521,-1.0654866,-1.9621664,-2.3870945,2.4293633,1.1287198,-0.4198629,-1.6881101,1.6543912,-0.7111275,1.9507204,-0.7409339,0.12662365,-1.3413746,2.0995107
